#Geometry     HF/cc-pVTZ       MP2/cc-pVTZ      CCSD/cc-pVTZ     CCSD(T)/cc-pVTZ
ethane_00490 -79.245485970150 -79.615919628497 -79.647181068861 -79.660320574664
ethane_00491 -79.238027580187 -79.610138304219 -79.641737102704 -79.655180148964
ethane_00492 -79.232967064311 -79.605384254836 -79.637150846422 -79.650781663922
ethane_00493 -79.244312720576 -79.615704511355 -79.647148227223 -79.660433643277
ethane_00494 -79.246532772922 -79.617456743596 -79.649097154711 -79.662529496599
ethane_00495 -79.247215993587 -79.618923884520 -79.650666391776 -79.664211446093
ethane_00496 -79.248958375912 -79.619677517977 -79.651107151158 -79.664324210927
ethane_00497 -79.247646326727 -79.618813184228 -79.650390631811 -79.663785279725
ethane_00498 -79.244883935415 -79.615837396794 -79.647448188149 -79.660788416281
ethane_00499 -79.238631338329 -79.610375049229 -79.642507705641 -79.656165415248
ethane_00500 -79.244830613917 -79.615600803019 -79.647198565220 -79.660503000820
ethane_00501 -79.243665919374 -79.614352969738 -79.645904697669 -79.659178719244
ethane_00502 -79.249701122553 -79.620538297555 -79.652322571831 -79.665735622280
ethane_00503 -79.248458682756 -79.619595856726 -79.651155130067 -79.664501254843
ethane_00504 -79.250088068277 -79.620852821392 -79.652188343796 -79.665394068769
ethane_00505 -79.248879604674 -79.619990660727 -79.651642393908 -79.665049752154
ethane_00506 -79.244202084864 -79.616002499105 -79.647590495445 -79.661098712204
ethane_00507 -79.252158234777 -79.622896270429 -79.654406726760 -79.667700025090
ethane_00508 -79.246711211097 -79.617990271378 -79.649543936998 -79.662873659641
ethane_00509 -79.251521215700 -79.621718047587 -79.653202614494 -79.666453079378
ethane_00510 -79.243667131922 -79.614988970843 -79.646677805815 -79.660142518491
ethane_00511 -79.244005169416 -79.615030089759 -79.646314173584 -79.659491701195
ethane_00512 -79.248561013900 -79.619628561511 -79.651254660549 -79.664684200326
ethane_00513 -79.245503805737 -79.616360357449 -79.647886119222 -79.661277850811
ethane_00514 -79.241567729996 -79.613495815295 -79.645173628040 -79.658602317345
ethane_00515 -79.249441769780 -79.619975500011 -79.651577602846 -79.664941222427
ethane_00516 -79.247554787298 -79.618483260551 -79.649993821245 -79.663310258906
ethane_00517 -79.248713457351 -79.620153697541 -79.651937631304 -79.665437207611
ethane_00518 -79.246966061246 -79.618031536353 -79.649282344522 -79.662467917458
ethane_00519 -79.252073530185 -79.622895314310 -79.654321967504 -79.667597534474
ethane_00520 -79.250196529967 -79.621613796518 -79.653284982141 -79.666735382358
ethane_00521 -79.250958231743 -79.621500488239 -79.652761689633 -79.665903323697
ethane_00522 -79.246997263625 -79.618744734521 -79.650535006047 -79.664105349132
ethane_00523 -79.244612782240 -79.615914683420 -79.647803174819 -79.661444805082
ethane_00524 -79.241658038833 -79.613557309163 -79.644823689504 -79.658111791455
ethane_00525 -79.244002843155 -79.615721548166 -79.647630929101 -79.661376015521
ethane_00526 -79.252056950123 -79.622985499008 -79.654554639281 -79.667879153958
ethane_00527 -79.245443820538 -79.616757872335 -79.648350241761 -79.661773846415
ethane_00528 -79.248535385265 -79.619407559194 -79.650928910848 -79.664310822995
ethane_00529 -79.245587729848 -79.617091726342 -79.649101729332 -79.662686958205
ethane_00530 -79.245510554459 -79.616812444474 -79.648614613797 -79.662051577682
ethane_00531 -79.251748564259 -79.622409213219 -79.653846812956 -79.667091400411
ethane_00532 -79.248057085516 -79.619034169678 -79.650527583285 -79.663839603331
ethane_00533 -79.251224697477 -79.622140916122 -79.653673925504 -79.666975154476
ethane_00534 -79.253546371742 -79.623953740548 -79.655476028552 -79.668769107116
ethane_00535 -79.240964600674 -79.612717584087 -79.644483219332 -79.657966239742
ethane_00536 -79.248146772622 -79.619514609361 -79.651220283797 -79.664720963354
ethane_00537 -79.248792847845 -79.619685255825 -79.651026606868 -79.664277582507
ethane_00538 -79.247035519398 -79.618403718943 -79.649961314832 -79.663325998375
ethane_00539 -79.245861166868 -79.617262399177 -79.648952519917 -79.662450840028
ethane_00540 -79.245590528082 -79.616871725694 -79.648323310987 -79.661674718415
ethane_00541 -79.246974824474 -79.618245352992 -79.650026406161 -79.663564709446
ethane_00542 -79.249898241386 -79.620505687463 -79.651741835504 -79.664893529436
ethane_00543 -79.239256608093 -79.611424772414 -79.643420412110 -79.657201363400
ethane_00544 -79.243558857801 -79.614475827639 -79.645578426011 -79.658683057436
ethane_00545 -79.251885823224 -79.622782852887 -79.654486769095 -79.667960129305
ethane_00546 -79.253159880850 -79.623946903501 -79.655441001243 -79.668754988076
ethane_00547 -79.252186615272 -79.623155629916 -79.654861347614 -79.668311118447
ethane_00548 -79.249476557999 -79.620959332494 -79.652576126813 -79.666011689116
ethane_00549 -79.252307993950 -79.622576101153 -79.653749726328 -79.666841144992
ethane_00550 -79.251342345176 -79.622533632640 -79.654417862555 -79.668016954300
ethane_00551 -79.247043081366 -79.618415318869 -79.649830253785 -79.663128452523
ethane_00552 -79.250867169485 -79.621188956237 -79.652736097661 -79.666092808157
ethane_00553 -79.249614636525 -79.621153683780 -79.652740165989 -79.666117458616
ethane_00554 -79.248014488296 -79.618294223790 -79.649714945582 -79.662992291182
ethane_00555 -79.241998794155 -79.614334968658 -79.645977128751 -79.659545674372
ethane_00556 -79.249683225885 -79.619775970465 -79.650914662353 -79.663900523763
ethane_00557 -79.232748980030 -79.605703454532 -79.637574864719 -79.651414409017
ethane_00558 -79.248384605110 -79.619499876257 -79.650891709808 -79.664119699050
ethane_00559 -79.246516556667 -79.617650020852 -79.649240515505 -79.662691010169
ethane_00560 -79.245653670416 -79.617202398932 -79.648970008329 -79.662462874672
ethane_00561 -79.245599398794 -79.617359645707 -79.648812398382 -79.662239070237
ethane_00562 -79.253314026496 -79.623463660293 -79.654822064610 -79.668021079315
ethane_00563 -79.240983599506 -79.613586110480 -79.645248775701 -79.658836550657
ethane_00564 -79.253270213092 -79.624008017958 -79.655613450514 -79.668947615204
ethane_00565 -79.247580997489 -79.619286462068 -79.650788307948 -79.664201951593
ethane_00566 -79.253871285048 -79.624288819026 -79.655844481965 -79.669146608751
ethane_00567 -79.243221758707 -79.614692828236 -79.645966855675 -79.659229617961
ethane_00568 -79.249471720003 -79.620299870629 -79.652017980473 -79.665466580029
ethane_00569 -79.242111363169 -79.614449506059 -79.645976705236 -79.659500189300
ethane_00570 -79.253643857640 -79.623948166690 -79.655065848071 -79.668081531162
ethane_00571 -79.244366219388 -79.616568064247 -79.648272421639 -79.661866515573
ethane_00572 -79.247882741443 -79.618552765759 -79.649785170948 -79.662926113331
ethane_00573 -79.246642509823 -79.618067903231 -79.649831892204 -79.663456771595
ethane_00574 -79.241241401847 -79.613396519347 -79.645056161279 -79.658632685295
ethane_00575 -79.247299320334 -79.618135028267 -79.649567939975 -79.662886356062
ethane_00576 -79.246187931542 -79.618071823065 -79.650117226774 -79.663834500052
ethane_00577 -79.254302413127 -79.624397619882 -79.655776945658 -79.668890466679
ethane_00578 -79.247977680185 -79.618925371966 -79.650481455515 -79.663813881649
ethane_00579 -79.247902240576 -79.618761327861 -79.650040985980 -79.663208985739
ethane_00580 -79.252676152500 -79.623557185203 -79.655264551165 -79.668677466991
ethane_00581 -79.243040417470 -79.615060269795 -79.647021027200 -79.660659000633
ethane_00582 -79.251895443126 -79.622175157350 -79.653455360845 -79.666617448014
ethane_00583 -79.247302075231 -79.618889421415 -79.650325525349 -79.663703524490
ethane_00584 -79.253440494210 -79.623693643084 -79.655231976693 -79.668504728889
ethane_00585 -79.242822190800 -79.614385025369 -79.645844927713 -79.659149484146
ethane_00586 -79.248582243859 -79.619584055168 -79.651258390071 -79.664715709778
ethane_00587 -79.244473551247 -79.615820873091 -79.647309970974 -79.660647684127
ethane_00588 -79.246241358752 -79.617934476326 -79.649741576745 -79.663333000746
ethane_00589 -79.243814224018 -79.615505310138 -79.647059620738 -79.660445852686
ethane_00590 -79.250827411847 -79.620731728875 -79.651897639080 -79.664919426803
ethane_00591 -79.242021350456 -79.614666805096 -79.646523920923 -79.660246882282
ethane_00592 -79.247941559309 -79.619119073244 -79.650563728350 -79.663925994555
ethane_00593 -79.251766697212 -79.622418552019 -79.654018913393 -79.667393371631
ethane_00594 -79.245654676081 -79.617583047231 -79.649347417791 -79.662931140674
ethane_00595 -79.247133321894 -79.618456640919 -79.650281249032 -79.663777637426
ethane_00596 -79.251007048322 -79.621838449707 -79.653096051543 -79.666269810054
ethane_00597 -79.248492953756 -79.619821512819 -79.651610167046 -79.665130344358
ethane_00598 -79.246775923045 -79.616909879528 -79.648017083663 -79.661010403710
ethane_00599 -79.248167655994 -79.619743351430 -79.651740117792 -79.665392849235
ethane_00600 -79.252538852677 -79.623282789058 -79.654754952961 -79.668055656240
ethane_00601 -79.249166647334 -79.620334576637 -79.651779415893 -79.665168966368
ethane_00602 -79.251901109604 -79.623021214569 -79.654628282849 -79.667993761570
ethane_00603 -79.249607396064 -79.620531871271 -79.652037149318 -79.665423672840
ethane_00604 -79.252992970912 -79.623606989519 -79.655099976180 -79.668361912267
ethane_00605 -79.246630396089 -79.617889027680 -79.649457372660 -79.662852847894
ethane_00606 -79.251577563004 -79.622687950052 -79.654351421088 -79.667777026618
ethane_00607 -79.240869099290 -79.612711643702 -79.644567476401 -79.658090474500
ethane_00608 -79.244061812228 -79.615282893039 -79.647046613066 -79.660561745897
ethane_00609 -79.250035854500 -79.620703164626 -79.651990753769 -79.665177208803
ethane_00610 -79.246508800568 -79.618478539252 -79.650285818519 -79.663975598091
ethane_00611 -79.249571939046 -79.620342328853 -79.651586395553 -79.664752926716
ethane_00612 -79.252607424728 -79.623549763969 -79.655199179539 -79.668603781070
ethane_00613 -79.249564993959 -79.620671911556 -79.652248940240 -79.665629044494
ethane_00614 -79.250336961591 -79.621415454493 -79.653012971403 -79.666388065088
ethane_00615 -79.242903482557 -79.614194985296 -79.645950544458 -79.659435201473
ethane_00616 -79.251472950712 -79.622387403271 -79.654187298968 -79.667691105375
ethane_00617 -79.253678373387 -79.624301540537 -79.655758250504 -79.669046778531
ethane_00618 -79.252365549441 -79.622781678553 -79.654242976409 -79.667600318052
ethane_00619 -79.251382602387 -79.622485444930 -79.654043763285 -79.667369158290
ethane_00620 -79.250343968822 -79.620875927466 -79.652413584191 -79.665787870497
ethane_00621 -79.249473437461 -79.620941675073 -79.652678379097 -79.666142396252
ethane_00622 -79.256444334527 -79.626441923597 -79.657837740931 -79.670986560932
ethane_00623 -79.248983550626 -79.620643918974 -79.652263218274 -79.665720742332
ethane_00624 -79.251404695428 -79.622245858685 -79.654007985792 -79.667549141997
ethane_00625 -79.247200879451 -79.618446564272 -79.649690700774 -79.662859503492
ethane_00626 -79.246988816035 -79.618511154275 -79.650505685443 -79.664210578225
ethane_00627 -79.247755435690 -79.618484060617 -79.649683057026 -79.662730790052
ethane_00628 -79.248538675223 -79.619565456787 -79.651297169848 -79.664781116768
ethane_00629 -79.252589868998 -79.623539060901 -79.655185407697 -79.668558575493
ethane_00630 -79.255751739221 -79.625935098504 -79.657448006627 -79.670718027230
ethane_00631 -79.249446508255 -79.620211495966 -79.651587109593 -79.664763119734
ethane_00632 -79.242658599518 -79.614355533691 -79.645997773279 -79.659520207118
ethane_00633 -79.247822782603 -79.618736649742 -79.650089869849 -79.663293801095
ethane_00634 -79.246714979674 -79.618008249777 -79.649689133564 -79.663146578489
ethane_00635 -79.248484737410 -79.619841644435 -79.651495689865 -79.664978228409
ethane_00636 -79.252545022888 -79.623110150744 -79.654673481953 -79.667944834931
ethane_00637 -79.248832296264 -79.619784986055 -79.651203816929 -79.664491226866
ethane_00638 -79.247345493292 -79.619044274466 -79.650821948888 -79.664330980816
ethane_00639 -79.252696031968 -79.622676154781 -79.653968073849 -79.667110743928
ethane_00640 -79.246070430637 -79.617794208539 -79.649585477890 -79.663135902698
ethane_00641 -79.248830469487 -79.619543922157 -79.650758120277 -79.663913991530
ethane_00642 -79.251702156725 -79.622482888106 -79.654104133047 -79.667473104368
ethane_00643 -79.250711092529 -79.621561937762 -79.653059866400 -79.666372363153
ethane_00644 -79.247299462269 -79.618328786760 -79.649872261922 -79.663246809081
ethane_00645 -79.244529155487 -79.615946980843 -79.647308742413 -79.660611140323
ethane_00646 -79.251303468125 -79.621988811146 -79.653329353149 -79.666578426432
ethane_00647 -79.249753993055 -79.621239213215 -79.653229131479 -79.666848851804
ethane_00648 -79.250602181254 -79.621352801961 -79.652632866938 -79.665819867435
ethane_00649 -79.242608867030 -79.614868946566 -79.646470747634 -79.660040273813
ethane_00650 -79.251289349095 -79.621947957971 -79.653243742377 -79.666395451409
ethane_00651 -79.249948069752 -79.621087455855 -79.652617253229 -79.665994991747
ethane_00652 -79.243965240301 -79.616050832973 -79.647298705814 -79.660694077949
ethane_00653 -79.251087328275 -79.622062366625 -79.653681372504 -79.667078405696
ethane_00654 -79.248029079434 -79.619395789563 -79.650946216167 -79.664359334950
ethane_00655 -79.249851032247 -79.620256496055 -79.651612569784 -79.664807985152
ethane_00656 -79.238520717571 -79.611109441455 -79.643034664655 -79.656832548744
ethane_00657 -79.254161869898 -79.623974228860 -79.655097969909 -79.668055501203
ethane_00658 -79.238208092142 -79.610790562005 -79.643072329094 -79.657038220283
ethane_00659 -79.252627933973 -79.622764794924 -79.654012897292 -79.667073926304
ethane_00660 -79.246439936950 -79.618286600880 -79.650218045193 -79.663963134337
ethane_00661 -79.245030054314 -79.616481888289 -79.647954152367 -79.661226656540
ethane_00662 -79.246564246226 -79.617698142701 -79.649407760304 -79.662925060783
ethane_00663 -79.248643529772 -79.619453872726 -79.650741927145 -79.664013037669
ethane_00664 -79.248996365426 -79.620170591410 -79.651977239445 -79.665432594219
ethane_00665 -79.247771568872 -79.618615906944 -79.650316226493 -79.663695041609
ethane_00666 -79.253232477684 -79.623736121294 -79.655165448693 -79.668377450659
ethane_00667 -79.246156742604 -79.617754884665 -79.649757676906 -79.663405444651
ethane_00668 -79.248231757656 -79.618540429911 -79.649978269491 -79.663120072013
ethane_00669 -79.248842156515 -79.620326568506 -79.652155411092 -79.665673298511
ethane_00670 -79.249658879075 -79.620434849388 -79.652129411343 -79.665527030921
ethane_00671 -79.247217277677 -79.618622738500 -79.650330674243 -79.663828480748
ethane_00672 -79.247905652706 -79.618875940436 -79.650597421240 -79.664045852423
ethane_00673 -79.250634340495 -79.621618312708 -79.653191436633 -79.666503901053
ethane_00674 -79.252991063468 -79.623877110293 -79.655582500335 -79.669005100474
ethane_00675 -79.249693178857 -79.621059766984 -79.652806950446 -79.666297798615
ethane_00676 -79.245343665041 -79.615980633037 -79.647346705483 -79.660517432451
ethane_00677 -79.247796402867 -79.619255283348 -79.650921284552 -79.664369361094
ethane_00678 -79.246122014022 -79.617645712623 -79.649366496283 -79.662854818257
ethane_00679 -79.248798973551 -79.619623190828 -79.650771975877 -79.663926672041
ethane_00680 -79.247659247581 -79.619100035000 -79.650732312032 -79.664229206191
ethane_00681 -79.247995652516 -79.619240850479 -79.650668209823 -79.663999458024
ethane_00682 -79.252255281013 -79.622584940651 -79.654180342477 -79.667477587142
ethane_00683 -79.243725914894 -79.615740560561 -79.647544996195 -79.661108409284
ethane_00684 -79.248504336192 -79.619101258632 -79.650474745493 -79.663664256004
ethane_00685 -79.248452629778 -79.619385552407 -79.650736222833 -79.663987264060
ethane_00686 -79.247176318048 -79.618686739665 -79.650440957345 -79.663918176686
ethane_00687 -79.251709424332 -79.622425523538 -79.653833890638 -79.667086040294
ethane_00688 -79.251278084921 -79.622477589813 -79.654220992592 -79.667687799799
ethane_00689 -79.254886855996 -79.625030795711 -79.656519572585 -79.669768535755
ethane_00690 -79.247282035150 -79.619009850805 -79.650624609758 -79.664073461242
ethane_00691 -79.245538064666 -79.616755090006 -79.648458828227 -79.661924531292
ethane_00692 -79.252066817931 -79.622859037611 -79.654269633455 -79.667498563072
ethane_00693 -79.248764465267 -79.620323627508 -79.652103651588 -79.665613472713
ethane_00694 -79.256355794755 -79.626209169733 -79.657469315807 -79.670552062028
ethane_00695 -79.251129897663 -79.622086902082 -79.653860635975 -79.667399768933
ethane_00696 -79.252476339959 -79.623011689320 -79.654462263241 -79.667743266921
ethane_00697 -79.250096501974 -79.620952607347 -79.652436312684 -79.665784309168
ethane_00698 -79.246783649391 -79.618413159188 -79.650407749181 -79.664022770181
ethane_00699 -79.248442186609 -79.619087531180 -79.650668402852 -79.663979237369
ethane_00700 -79.243761332106 -79.614858364958 -79.646489339066 -79.659841750590
ethane_00701 -79.251813956363 -79.622495958561 -79.654059107894 -79.667385997977
ethane_00702 -79.244333732846 -79.615465530106 -79.647466164248 -79.661116860904
ethane_00703 -79.244765970202 -79.616522519527 -79.648136154212 -79.661512112858
ethane_00704 -79.247385524058 -79.618310395256 -79.649574177022 -79.662757056688
ethane_00705 -79.246581932908 -79.617924396327 -79.649218731221 -79.662465451940
ethane_00706 -79.247064013950 -79.618552021932 -79.650440750448 -79.663990427291
ethane_00707 -79.246934597753 -79.618347926216 -79.650015143013 -79.663457177842
ethane_00708 -79.245191947623 -79.615880706551 -79.647392037329 -79.660718475931
ethane_00709 -79.242110832963 -79.613296178430 -79.645190789388 -79.658672451089
ethane_00710 -79.250261558778 -79.621262768467 -79.653099761305 -79.666612582556
ethane_00711 -79.251185386542 -79.622081054591 -79.653731655996 -79.667053890332
ethane_00712 -79.250506843538 -79.621118476648 -79.652670308151 -79.665992979361
ethane_00713 -79.248684918574 -79.619284526396 -79.650540222381 -79.663652290714
ethane_00714 -79.249642296257 -79.621166227237 -79.653130105640 -79.666783641146
ethane_00715 -79.250554025727 -79.620986655333 -79.652263056856 -79.665454326198
ethane_00716 -79.247184785869 -79.618869675717 -79.650631282758 -79.664145544587
ethane_00717 -79.250222795163 -79.621063496302 -79.652571560236 -79.665884992895
ethane_00718 -79.248622854332 -79.619666401978 -79.651246457979 -79.664540412370
ethane_00719 -79.239726431204 -79.611275752780 -79.642944790329 -79.656489741961
ethane_00720 -79.249633566517 -79.620246588250 -79.651444236463 -79.664500877914
ethane_00721 -79.247771929717 -79.618709712000 -79.650416461501 -79.663870617712
ethane_00722 -79.252640618750 -79.623217620256 -79.654746719123 -79.668010103560
ethane_00723 -79.248968683947 -79.620258564147 -79.651793209888 -79.665171612622
ethane_00724 -79.251431898826 -79.622146567754 -79.653697315918 -79.667035259263
ethane_00725 -79.250719354229 -79.621320930781 -79.652595805947 -79.665791137959
ethane_00726 -79.246134244864 -79.617968650799 -79.649848953012 -79.663441909447
ethane_00727 -79.247289668585 -79.617600591799 -79.649247299057 -79.662670306295
ethane_00728 -79.247247865650 -79.618508386754 -79.650058906557 -79.663439503368
ethane_00729 -79.254459143509 -79.624647786611 -79.656108956973 -79.669336130430
ethane_00730 -79.251587473992 -79.622445020172 -79.654188751106 -79.667600236767
ethane_00731 -79.249325071184 -79.620184273598 -79.651678108473 -79.664899620068
ethane_00732 -79.241809878182 -79.613359440438 -79.645282200001 -79.658959239740
ethane_00733 -79.249147189565 -79.620248982242 -79.651637552854 -79.664866031762
ethane_00734 -79.251572642768 -79.621916946339 -79.653058875429 -79.666129468662
ethane_00735 -79.242562267748 -79.614548020354 -79.646442877870 -79.660127917912
ethane_00736 -79.250076948453 -79.620435795422 -79.651614477835 -79.664665771292
ethane_00737 -79.245912383568 -79.617271762073 -79.649254022899 -79.662873609187
ethane_00738 -79.253263441462 -79.623088749588 -79.654320819729 -79.667358045129
ethane_00739 -79.250190010010 -79.621373188495 -79.653197983739 -79.666721254831
ethane_00740 -79.251644683392 -79.622752276112 -79.654280983339 -79.667584103098
ethane_00741 -79.248353396188 -79.618276380615 -79.649804559932 -79.662996347384
ethane_00742 -79.246399154213 -79.617813563421 -79.649710728981 -79.663219401630
ethane_00743 -79.247817768039 -79.618957999389 -79.650770662486 -79.664243296881
ethane_00744 -79.251497869400 -79.622063807813 -79.653352295508 -79.666596612890
ethane_00745 -79.244768430765 -79.616658637779 -79.648343377720 -79.661921709044
ethane_00746 -79.246991842926 -79.617785935647 -79.649278870960 -79.662654672327
ethane_00747 -79.246004602504 -79.617569168956 -79.649158409554 -79.662552913679
ethane_00748 -79.246093400078 -79.617463826222 -79.649278155874 -79.662827792082
ethane_00749 -79.246411183580 -79.617412098754 -79.648512738302 -79.661634016427
ethane_00750 -79.247452970658 -79.618933790661 -79.650837511838 -79.664471469871
ethane_00751 -79.248484098305 -79.618605604534 -79.649836915410 -79.662856834897
ethane_00752 -79.241644005354 -79.613221332857 -79.645216026594 -79.658791646842
ethane_00753 -79.248291696189 -79.619520812987 -79.651265696502 -79.664743045115
ethane_00754 -79.245223097508 -79.616611005881 -79.647987653817 -79.661388376104
ethane_00755 -79.250339011374 -79.621379419453 -79.652936651703 -79.666382146040
ethane_00756 -79.251837156264 -79.622814841997 -79.654414646349 -79.667772263932
ethane_00757 -79.253014724789 -79.623649684111 -79.655088931495 -79.668349114998
ethane_00758 -79.243261698150 -79.615398985824 -79.647073676962 -79.660638855612
ethane_00759 -79.247425393350 -79.618538279262 -79.650020381225 -79.663354500226
ethane_00760 -79.243794368117 -79.615771845414 -79.647629420106 -79.661235122822
ethane_00761 -79.248228300926 -79.618712643664 -79.649993685756 -79.663155979867
ethane_00762 -79.242778335645 -79.615114433456 -79.646806807531 -79.660423227445
ethane_00763 -79.247219498639 -79.618977372675 -79.650590915707 -79.664072105976
ethane_00764 -79.243553736265 -79.615530388238 -79.647288703191 -79.661008545266
ethane_00765 -79.249616444477 -79.619944950550 -79.650979004639 -79.663975431983
ethane_00766 -79.242764341569 -79.614633846003 -79.646676212360 -79.660462901615
ethane_00767 -79.251504795952 -79.621356794513 -79.652745577735 -79.665850586591
ethane_00768 -79.246137034223 -79.616736634105 -79.648199532040 -79.661406389920
ethane_00769 -79.244461849201 -79.615917488208 -79.647872233872 -79.661475827899
ethane_00770 -79.246885980938 -79.617577618693 -79.648872937849 -79.662040168764
ethane_00771 -79.243884503249 -79.615246227145 -79.646987994703 -79.660538780601
ethane_00772 -79.245789098795 -79.616992818688 -79.648231560218 -79.661426188155
ethane_00773 -79.249392184365 -79.620544135153 -79.652398709486 -79.666015623453
ethane_00774 -79.245890127648 -79.617417490204 -79.648621287182 -79.661877376714
ethane_00775 -79.247561994148 -79.618283535247 -79.650026240839 -79.663580168391
ethane_00776 -79.241237777956 -79.613486450628 -79.645226123150 -79.658743446450
ethane_00777 -79.248853964536 -79.619673532673 -79.651450903936 -79.664931943080
ethane_00778 -79.251206301082 -79.621944310588 -79.653273754291 -79.666427427392
ethane_00779 -79.250366018393 -79.621712529611 -79.653228757770 -79.666615412102
ethane_00780 -79.253551462253 -79.623484488266 -79.654760660914 -79.667861869304
ethane_00781 -79.248574301131 -79.620309790347 -79.651906757627 -79.665341522086
ethane_00782 -79.252768903598 -79.623240073384 -79.654779588883 -79.668176465113
ethane_00783 -79.245857637999 -79.617447074033 -79.648795914235 -79.662083189311
ethane_00784 -79.245608848825 -79.616938770197 -79.648415156556 -79.661859772846
ethane_00785 -79.247174045469 -79.618632718937 -79.650277233899 -79.663716235919
ethane_00786 -79.255451869633 -79.625964684409 -79.657655770315 -79.671045502981
ethane_00787 -79.250172313709 -79.621248034427 -79.652527250775 -79.665739742807
ethane_00788 -79.240782182170 -79.613140720818 -79.645014255262 -79.658707601680
ethane_00789 -79.247063289223 -79.617865485809 -79.649172656680 -79.662382171974
ethane_00790 -79.250227968640 -79.621423970520 -79.652915537853 -79.666202461588
ethane_00791 -79.247411777477 -79.618899835676 -79.650635486336 -79.664144551976
ethane_00792 -79.250711515610 -79.621075255172 -79.652416484468 -79.665557772175
ethane_00793 -79.243784378629 -79.615654744292 -79.647640472821 -79.661333455469
ethane_00794 -79.252469761834 -79.623181605141 -79.654740769972 -79.668064347040
ethane_00795 -79.251693469515 -79.622143252978 -79.653521700448 -79.666670088686
ethane_00796 -79.245365460716 -79.617101542563 -79.648709852637 -79.662196203374
ethane_00797 -79.253664577692 -79.623921850742 -79.655190834460 -79.668297430134
ethane_00798 -79.249686055139 -79.620882920648 -79.652374062094 -79.665702256410
ethane_00799 -79.251805954873 -79.622636103910 -79.654125768218 -79.667441473334
ethane_00800 -79.248249657484 -79.619682811156 -79.651485021582 -79.664981528681
ethane_00801 -79.238461433218 -79.609622963656 -79.641028933227 -79.654520785726
ethane_00802 -79.242012158426 -79.613912358402 -79.645649984550 -79.659108487299
ethane_00803 -79.240646072614 -79.611977263899 -79.643701187834 -79.657290894122
ethane_00804 -79.242229278885 -79.613527199432 -79.645023878147 -79.658354042498
ethane_00805 -79.246632946292 -79.618278086336 -79.649984351696 -79.663473587915
ethane_00806 -79.243819693640 -79.615012793453 -79.646234438126 -79.659526984884
ethane_00807 -79.244693762349 -79.616642928056 -79.648454442960 -79.662058377659
ethane_00808 -79.244986554340 -79.616728814453 -79.648365400396 -79.661851380432
ethane_00809 -79.253807565313 -79.624256854126 -79.655727713848 -79.668952314033
ethane_00810 -79.250761260851 -79.621865386749 -79.653366070885 -79.666664256095
ethane_00811 -79.241765076812 -79.613725181053 -79.645212117573 -79.658622794227
ethane_00812 -79.250003792661 -79.620840151418 -79.652520533548 -79.665900134851
ethane_00813 -79.245686380729 -79.616751239915 -79.648050714032 -79.661238618511
ethane_00814 -79.249776383367 -79.620859769910 -79.652695054834 -79.666171495432
ethane_00815 -79.251149258858 -79.621625328977 -79.652923583650 -79.666071380162
ethane_00816 -79.250793813507 -79.621436890268 -79.653041858669 -79.666445546910
ethane_00817 -79.248325633279 -79.619799622880 -79.651534577835 -79.664988603050
ethane_00818 -79.247619124538 -79.618324990042 -79.649634411970 -79.662804808560
ethane_00819 -79.246390315048 -79.618050538848 -79.649639995037 -79.663075327784
ethane_00820 -79.249003527628 -79.620159409719 -79.651642324813 -79.664968724289
ethane_00821 -79.253112863468 -79.623337092383 -79.654720343042 -79.667876855856
ethane_00822 -79.245907012856 -79.617819839491 -79.649610432842 -79.663219367935
ethane_00823 -79.249420856626 -79.619743737809 -79.651027107147 -79.664124580332
ethane_00824 -79.243706284961 -79.615338235316 -79.646990730385 -79.660500621716
ethane_00825 -79.248786198996 -79.619904871627 -79.651607146344 -79.665087370717
ethane_00826 -79.246091113757 -79.617167645923 -79.648618996882 -79.661839293173
ethane_00827 -79.239836013145 -79.611195256356 -79.642861724544 -79.656407077652
ethane_00828 -79.247586872221 -79.619141543788 -79.650965276789 -79.664480634946
ethane_00829 -79.244303397010 -79.615202024943 -79.646427672240 -79.659626063899
ethane_00830 -79.247062548633 -79.618491313170 -79.650110825451 -79.663601694368
ethane_00831 -79.244884290339 -79.616308396144 -79.647787512757 -79.661132896744
ethane_00832 -79.245197742649 -79.616535382231 -79.648357887480 -79.662060041081
ethane_00833 -79.244186211576 -79.615602552355 -79.646681957778 -79.659817946365
ethane_00834 -79.248395897034 -79.619909308684 -79.651843993448 -79.665485424244
ethane_00835 -79.245341742468 -79.616842955815 -79.648224866512 -79.661526808567
ethane_00836 -79.251297234943 -79.622217693984 -79.653770184122 -79.667118036942
ethane_00837 -79.245806120866 -79.617505927083 -79.649091315334 -79.662523837740
ethane_00838 -79.251559051920 -79.622054087046 -79.653190154935 -79.666219009618
ethane_00839 -79.248957100557 -79.620517451075 -79.652252586989 -79.665782946692
ethane_00840 -79.247077129791 -79.618359116813 -79.649812780814 -79.663127156093
ethane_00841 -79.253482685507 -79.624108951837 -79.655624666605 -79.668928651563
ethane_00842 -79.251152558964 -79.622331605547 -79.654017760485 -79.667478304935
ethane_00843 -79.246857175097 -79.618354425005 -79.649919456412 -79.663411189021
ethane_00844 -79.238713779386 -79.610848254424 -79.642239844925 -79.655782513945
ethane_00845 -79.242189330050 -79.613743457406 -79.644857635109 -79.658140568395
ethane_00846 -79.238960665614 -79.611137563089 -79.642630668320 -79.656204893284
