#Geometry,HF/cc-pVTZ,MP2/cc-pVTZ,CCSD/cc-pVTZ,CCSD(T)/cc-pVTZ,HF@pyscf+ccpvtz,CCSD@pyscf+ccpvtz,CCSD(T)@pyscf+ccpvtz,DFT(PBE)@pyscf+ccpvtz
ethane_00444,-79.250437361759,-79.621418145226,-79.653040568113,-79.666361241636,0.0,0.0,0.0,0.0
ethane_00445,-79.24916604890801,-79.620373863889,-79.652215918749,-79.66575333885,0.0,0.0,0.0,0.0
ethane_00446,-79.251089270674,-79.621890476408,-79.65323845523599,-79.66645492355501,0.0,0.0,0.0,0.0
ethane_00447,-79.253073813294,-79.62367018599,-79.655271983091,-79.66862043671699,0.0,0.0,0.0,0.0
ethane_00448,-79.25400717074601,-79.62456145834601,-79.656051083737,-79.66931325242099,0.0,0.0,0.0,0.0
ethane_00449,-79.252153449868,-79.622799714947,-79.654248885977,-79.667497650299,0.0,0.0,0.0,0.0
ethane_00450,-79.249574101122,-79.620327681292,-79.651827723693,-79.66515087933,0.0,0.0,0.0,0.0
ethane_00451,-79.23991336759799,-79.61228251687801,-79.64371202592599,-79.657135194388,0.0,0.0,0.0,0.0
ethane_00452,-79.242443581716,-79.613675793787,-79.64507701263899,-79.658454076732,0.0,0.0,0.0,0.0
ethane_00453,-79.245920856121,-79.61716182944001,-79.64879183901,-79.66215506411899,0.0,0.0,0.0,0.0
ethane_00454,-79.250163334516,-79.620988107983,-79.652837612429,-79.666391255788,0.0,0.0,0.0,0.0
ethane_00455,-79.24536925212,-79.616582082865,-79.64792390780799,-79.661174013708,0.0,0.0,0.0,0.0
ethane_00456,-79.25170647343799,-79.622627027112,-79.654311109792,-79.667719713949,0.0,0.0,0.0,0.0
ethane_00457,-79.254915907282,-79.625459502604,-79.656993339432,-79.670287485207,0.0,0.0,0.0,0.0
ethane_00458,-79.249466569551,-79.620200307852,-79.65181812486,-79.665172898116,0.0,0.0,0.0,0.0
ethane_00459,-79.25331860486399,-79.62427011836,-79.655898586999,-79.669233405203,0.0,0.0,0.0,0.0
ethane_00460,-79.25086648992601,-79.621544024197,-79.653049363726,-79.666403940827,0.0,0.0,0.0,0.0
ethane_00461,-79.240542478406,-79.612964066469,-79.644918420336,-79.65858020939,0.0,0.0,0.0,0.0
ethane_00462,-79.249352837442,-79.619527267311,-79.65100910290201,-79.664294536194,0.0,0.0,0.0,0.0
ethane_00463,-79.24560848523501,-79.61758195353599,-79.649225376945,-79.662730731621,0.0,0.0,0.0,0.0
ethane_00464,-79.245355578233,-79.616303737767,-79.647475902319,-79.66063814582401,0.0,0.0,0.0,0.0
ethane_00465,-79.239595526813,-79.610808155583,-79.642574298822,-79.656069535738,0.0,0.0,0.0,0.0
ethane_00466,-79.248733623738,-79.619857168959,-79.651463597614,-79.664838642877,0.0,0.0,0.0,0.0
ethane_00467,-79.25106176465499,-79.620716258661,-79.651933489115,-79.664984862249,0.0,0.0,0.0,0.0
ethane_00468,-79.244508170827,-79.616323929854,-79.648287478652,-79.661890175308,0.0,0.0,0.0,0.0
ethane_00469,-79.245949902601,-79.617339054746,-79.649294602738,-79.662913965826,0.0,0.0,0.0,0.0
ethane_00470,-79.24843111807999,-79.619045278254,-79.650598658261,-79.66391250420399,0.0,0.0,0.0,0.0
ethane_00471,-79.249373124847,-79.619981623328,-79.651534260147,-79.66481184024,0.0,0.0,0.0,0.0
ethane_00472,-79.245174483041,-79.616726886664,-79.648509471553,-79.662028033542,0.0,0.0,0.0,0.0
ethane_00473,-79.248932942817,-79.620277490141,-79.651889411422,-79.665339270051,0.0,0.0,0.0,0.0
ethane_00474,-79.249323799082,-79.620608758725,-79.651970337123,-79.665231755273,0.0,0.0,0.0,0.0
ethane_00475,-79.251223597021,-79.621676336335,-79.65310377093701,-79.666363953463,0.0,0.0,0.0,0.0
ethane_00476,-79.247320514826,-79.618984702242,-79.650816344752,-79.664356613762,0.0,0.0,0.0,0.0
ethane_00477,-79.251568896596,-79.62208146228599,-79.653396043279,-79.66658774376701,0.0,0.0,0.0,0.0
ethane_00478,-79.244872705181,-79.616541761122,-79.648077766708,-79.661529323829,0.0,0.0,0.0,0.0
ethane_00479,-79.247821564692,-79.619716784517,-79.651541363563,-79.665115223317,0.0,0.0,0.0,0.0
ethane_00480,-79.251210753598,-79.62103681456,-79.65219099392101,-79.66522138904399,0.0,0.0,0.0,0.0
ethane_00481,-79.243222790218,-79.615497048129,-79.647634706152,-79.66144536642,0.0,0.0,0.0,0.0
ethane_00482,-79.24827948725199,-79.61930478149,-79.65061451050299,-79.663829637269,0.0,0.0,0.0,0.0
ethane_00483,-79.252242020738,-79.623147453975,-79.654611965788,-79.66789858906701,0.0,0.0,0.0,0.0
ethane_00484,-79.246882499489,-79.618353916921,-79.650364719653,-79.664002542211,0.0,0.0,0.0,0.0
ethane_00485,-79.250097403152,-79.620281352393,-79.651313540213,-79.664274326013,0.0,0.0,0.0,0.0
ethane_00486,-79.24475640586,-79.616560976384,-79.648709969094,-79.662565072203,0.0,0.0,0.0,0.0
ethane_00487,-79.246247667572,-79.616867041136,-79.647887765654,-79.66087184286,0.0,0.0,0.0,0.0
ethane_00488,-79.242372393625,-79.614092679857,-79.646034976002,-79.65970964585901,0.0,0.0,0.0,0.0
ethane_00489,-79.25213440397,-79.622789725705,-79.65416197615599,-79.667310939434,0.0,0.0,0.0,0.0
ethane_00490,-79.24548597015,-79.615919628497,-79.647181068861,-79.660320574664,0.0,0.0,0.0,0.0
ethane_00491,-79.238027580187,-79.61013830421899,-79.641737102704,-79.655180148964,0.0,0.0,0.0,0.0
ethane_00492,-79.232967064311,-79.605384254836,-79.637150846422,-79.650781663922,0.0,0.0,0.0,0.0
ethane_00493,-79.244312720576,-79.615704511355,-79.647148227223,-79.660433643277,0.0,0.0,0.0,0.0
ethane_00494,-79.246532772922,-79.617456743596,-79.649097154711,-79.66252949659899,0.0,0.0,0.0,0.0
ethane_00495,-79.24721599358699,-79.61892388452,-79.650666391776,-79.66421144609299,0.0,0.0,0.0,0.0
ethane_00496,-79.248958375912,-79.619677517977,-79.651107151158,-79.664324210927,0.0,0.0,0.0,0.0
ethane_00497,-79.247646326727,-79.618813184228,-79.65039063181099,-79.663785279725,0.0,0.0,0.0,0.0
ethane_00498,-79.244883935415,-79.615837396794,-79.647448188149,-79.66078841628101,0.0,0.0,0.0,0.0
ethane_00499,-79.238631338329,-79.610375049229,-79.64250770564101,-79.656165415248,0.0,0.0,0.0,0.0
ethane_00500,-79.244830613917,-79.61560080301899,-79.64719856522001,-79.66050300082,0.0,0.0,0.0,0.0
ethane_00501,-79.243665919374,-79.614352969738,-79.645904697669,-79.659178719244,0.0,0.0,0.0,0.0
ethane_00502,-79.24970112255299,-79.620538297555,-79.652322571831,-79.66573562228,0.0,0.0,0.0,0.0
ethane_00503,-79.24845868275601,-79.619595856726,-79.651155130067,-79.664501254843,0.0,0.0,0.0,0.0
ethane_00504,-79.250088068277,-79.620852821392,-79.652188343796,-79.665394068769,0.0,0.0,0.0,0.0
ethane_00505,-79.248879604674,-79.619990660727,-79.651642393908,-79.66504975215399,0.0,0.0,0.0,0.0
ethane_00506,-79.244202084864,-79.616002499105,-79.647590495445,-79.661098712204,0.0,0.0,0.0,0.0
ethane_00507,-79.252158234777,-79.622896270429,-79.65440672676,-79.66770002509,0.0,0.0,0.0,0.0
ethane_00508,-79.24671121109701,-79.617990271378,-79.649543936998,-79.662873659641,0.0,0.0,0.0,0.0
ethane_00509,-79.2515212157,-79.62171804758701,-79.653202614494,-79.666453079378,0.0,0.0,0.0,0.0
ethane_00510,-79.243667131922,-79.614988970843,-79.646677805815,-79.660142518491,0.0,0.0,0.0,0.0
ethane_00511,-79.244005169416,-79.615030089759,-79.646314173584,-79.659491701195,0.0,0.0,0.0,0.0
ethane_00512,-79.2485610139,-79.619628561511,-79.651254660549,-79.66468420032601,0.0,0.0,0.0,0.0
ethane_00513,-79.245503805737,-79.616360357449,-79.64788611922201,-79.661277850811,0.0,0.0,0.0,0.0
ethane_00514,-79.241567729996,-79.613495815295,-79.64517362804,-79.658602317345,0.0,0.0,0.0,0.0
ethane_00515,-79.24944176977999,-79.619975500011,-79.651577602846,-79.66494122242699,0.0,0.0,0.0,0.0
ethane_00516,-79.247554787298,-79.618483260551,-79.649993821245,-79.66331025890601,0.0,0.0,0.0,0.0
ethane_00517,-79.248713457351,-79.620153697541,-79.651937631304,-79.66543720761099,0.0,0.0,0.0,0.0
ethane_00518,-79.246966061246,-79.618031536353,-79.64928234452199,-79.662467917458,0.0,0.0,0.0,0.0
ethane_00519,-79.252073530185,-79.62289531431,-79.65432196750399,-79.667597534474,0.0,0.0,0.0,0.0
ethane_00520,-79.250196529967,-79.621613796518,-79.653284982141,-79.666735382358,0.0,0.0,0.0,0.0
ethane_00521,-79.250958231743,-79.62150048823901,-79.652761689633,-79.66590332369701,0.0,0.0,0.0,0.0
ethane_00522,-79.246997263625,-79.618744734521,-79.65053500604701,-79.664105349132,0.0,0.0,0.0,0.0
ethane_00523,-79.24461278224,-79.61591468342,-79.647803174819,-79.661444805082,0.0,0.0,0.0,0.0
ethane_00524,-79.241658038833,-79.613557309163,-79.64482368950401,-79.658111791455,0.0,0.0,0.0,0.0
ethane_00525,-79.244002843155,-79.615721548166,-79.647630929101,-79.661376015521,0.0,0.0,0.0,0.0
ethane_00526,-79.25205695012299,-79.622985499008,-79.654554639281,-79.667879153958,0.0,0.0,0.0,0.0
ethane_00527,-79.245443820538,-79.616757872335,-79.648350241761,-79.661773846415,0.0,0.0,0.0,0.0
ethane_00528,-79.248535385265,-79.619407559194,-79.650928910848,-79.664310822995,0.0,0.0,0.0,0.0
ethane_00529,-79.245587729848,-79.617091726342,-79.649101729332,-79.662686958205,0.0,0.0,0.0,0.0
ethane_00530,-79.245510554459,-79.61681244447401,-79.648614613797,-79.66205157768199,0.0,0.0,0.0,0.0
ethane_00531,-79.251748564259,-79.622409213219,-79.653846812956,-79.667091400411,0.0,0.0,0.0,0.0
ethane_00532,-79.24805708551601,-79.619034169678,-79.650527583285,-79.663839603331,0.0,0.0,0.0,0.0
ethane_00533,-79.251224697477,-79.62214091612199,-79.653673925504,-79.666975154476,0.0,0.0,0.0,0.0
ethane_00534,-79.253546371742,-79.623953740548,-79.655476028552,-79.668769107116,0.0,0.0,0.0,0.0
ethane_00535,-79.240964600674,-79.612717584087,-79.644483219332,-79.65796623974201,0.0,0.0,0.0,0.0
ethane_00536,-79.24814677262201,-79.619514609361,-79.651220283797,-79.664720963354,0.0,0.0,0.0,0.0
ethane_00537,-79.248792847845,-79.619685255825,-79.651026606868,-79.664277582507,0.0,0.0,0.0,0.0
ethane_00538,-79.247035519398,-79.618403718943,-79.649961314832,-79.663325998375,0.0,0.0,0.0,0.0
ethane_00539,-79.245861166868,-79.617262399177,-79.648952519917,-79.662450840028,0.0,0.0,0.0,0.0
ethane_00540,-79.245590528082,-79.616871725694,-79.648323310987,-79.661674718415,0.0,0.0,0.0,0.0
ethane_00541,-79.246974824474,-79.618245352992,-79.650026406161,-79.663564709446,0.0,0.0,0.0,0.0
ethane_00542,-79.249898241386,-79.620505687463,-79.651741835504,-79.664893529436,0.0,0.0,0.0,0.0
ethane_00543,-79.239256608093,-79.611424772414,-79.64342041211,-79.6572013634,0.0,0.0,0.0,0.0
ethane_00544,-79.243558857801,-79.614475827639,-79.645578426011,-79.658683057436,0.0,0.0,0.0,0.0
ethane_00545,-79.251885823224,-79.622782852887,-79.654486769095,-79.667960129305,0.0,0.0,0.0,0.0
ethane_00546,-79.25315988085,-79.623946903501,-79.655441001243,-79.668754988076,0.0,0.0,0.0,0.0
ethane_00547,-79.252186615272,-79.623155629916,-79.654861347614,-79.668311118447,0.0,0.0,0.0,0.0
ethane_00548,-79.249476557999,-79.620959332494,-79.652576126813,-79.666011689116,0.0,0.0,0.0,0.0
ethane_00549,-79.25230799395,-79.622576101153,-79.653749726328,-79.666841144992,0.0,0.0,0.0,0.0
ethane_00550,-79.251342345176,-79.62253363264,-79.654417862555,-79.6680169543,0.0,0.0,0.0,0.0
ethane_00551,-79.247043081366,-79.618415318869,-79.649830253785,-79.663128452523,0.0,0.0,0.0,0.0
ethane_00552,-79.25086716948499,-79.621188956237,-79.652736097661,-79.66609280815699,0.0,0.0,0.0,0.0
ethane_00553,-79.249614636525,-79.62115368378001,-79.652740165989,-79.666117458616,0.0,0.0,0.0,0.0
ethane_00554,-79.24801448829601,-79.61829422379,-79.649714945582,-79.66299229118201,0.0,0.0,0.0,0.0
ethane_00555,-79.241998794155,-79.614334968658,-79.645977128751,-79.659545674372,0.0,0.0,0.0,0.0
ethane_00556,-79.249683225885,-79.619775970465,-79.650914662353,-79.663900523763,0.0,0.0,0.0,0.0
ethane_00557,-79.23274898003,-79.605703454532,-79.637574864719,-79.651414409017,0.0,0.0,0.0,0.0
ethane_00558,-79.24838460510999,-79.619499876257,-79.650891709808,-79.66411969904999,0.0,0.0,0.0,0.0
ethane_00559,-79.246516556667,-79.617650020852,-79.649240515505,-79.662691010169,0.0,0.0,0.0,0.0
ethane_00560,-79.245653670416,-79.617202398932,-79.648970008329,-79.662462874672,0.0,0.0,0.0,0.0
ethane_00561,-79.245599398794,-79.617359645707,-79.64881239838199,-79.66223907023699,0.0,0.0,0.0,0.0
ethane_00562,-79.253314026496,-79.623463660293,-79.65482206461,-79.66802107931501,0.0,0.0,0.0,0.0
ethane_00563,-79.240983599506,-79.61358611048,-79.64524877570099,-79.658836550657,0.0,0.0,0.0,0.0
ethane_00564,-79.25327021309201,-79.624008017958,-79.655613450514,-79.668947615204,0.0,0.0,0.0,0.0
ethane_00565,-79.24758099748901,-79.619286462068,-79.65078830794799,-79.664201951593,0.0,0.0,0.0,0.0
ethane_00566,-79.25387128504799,-79.624288819026,-79.655844481965,-79.669146608751,0.0,0.0,0.0,0.0
ethane_00567,-79.243221758707,-79.614692828236,-79.645966855675,-79.659229617961,0.0,0.0,0.0,0.0
ethane_00568,-79.249471720003,-79.620299870629,-79.652017980473,-79.665466580029,0.0,0.0,0.0,0.0
ethane_00569,-79.242111363169,-79.614449506059,-79.645976705236,-79.6595001893,0.0,0.0,0.0,0.0
ethane_00570,-79.25364385764,-79.62394816669,-79.655065848071,-79.668081531162,0.0,0.0,0.0,0.0
ethane_00571,-79.244366219388,-79.61656806424699,-79.648272421639,-79.661866515573,0.0,0.0,0.0,0.0
ethane_00572,-79.24788274144301,-79.618552765759,-79.649785170948,-79.662926113331,0.0,0.0,0.0,0.0
ethane_00573,-79.246642509823,-79.618067903231,-79.649831892204,-79.663456771595,0.0,0.0,0.0,0.0
ethane_00574,-79.241241401847,-79.613396519347,-79.645056161279,-79.658632685295,0.0,0.0,0.0,0.0
ethane_00575,-79.247299320334,-79.618135028267,-79.649567939975,-79.662886356062,0.0,0.0,0.0,0.0
ethane_00576,-79.246187931542,-79.61807182306501,-79.650117226774,-79.663834500052,0.0,0.0,0.0,0.0
ethane_00577,-79.25430241312701,-79.624397619882,-79.65577694565799,-79.668890466679,0.0,0.0,0.0,0.0
ethane_00578,-79.247977680185,-79.618925371966,-79.650481455515,-79.66381388164899,0.0,0.0,0.0,0.0
ethane_00579,-79.247902240576,-79.61876132786101,-79.65004098598,-79.663208985739,0.0,0.0,0.0,0.0
ethane_00580,-79.2526761525,-79.623557185203,-79.655264551165,-79.668677466991,0.0,0.0,0.0,0.0
ethane_00581,-79.24304041747,-79.615060269795,-79.6470210272,-79.660659000633,0.0,0.0,0.0,0.0
ethane_00582,-79.251895443126,-79.62217515735,-79.653455360845,-79.66661744801401,0.0,0.0,0.0,0.0
ethane_00583,-79.247302075231,-79.618889421415,-79.650325525349,-79.66370352449,0.0,0.0,0.0,0.0
ethane_00584,-79.25344049421,-79.623693643084,-79.655231976693,-79.668504728889,0.0,0.0,0.0,0.0
ethane_00585,-79.2428221908,-79.61438502536899,-79.645844927713,-79.659149484146,0.0,0.0,0.0,0.0
ethane_00586,-79.24858224385899,-79.619584055168,-79.651258390071,-79.66471570977801,0.0,0.0,0.0,0.0
ethane_00587,-79.244473551247,-79.615820873091,-79.64730997097399,-79.660647684127,0.0,0.0,0.0,0.0
ethane_00588,-79.246241358752,-79.617934476326,-79.649741576745,-79.66333300074601,0.0,0.0,0.0,0.0
ethane_00589,-79.243814224018,-79.61550531013799,-79.647059620738,-79.66044585268601,0.0,0.0,0.0,0.0
ethane_00590,-79.250827411847,-79.620731728875,-79.65189763908,-79.664919426803,0.0,0.0,0.0,0.0
ethane_00591,-79.242021350456,-79.614666805096,-79.646523920923,-79.660246882282,0.0,0.0,0.0,0.0
ethane_00592,-79.247941559309,-79.619119073244,-79.65056372835,-79.663925994555,0.0,0.0,0.0,0.0
ethane_00593,-79.251766697212,-79.622418552019,-79.654018913393,-79.66739337163101,0.0,0.0,0.0,0.0
ethane_00594,-79.245654676081,-79.617583047231,-79.649347417791,-79.662931140674,0.0,0.0,0.0,0.0
ethane_00595,-79.247133321894,-79.61845664091899,-79.650281249032,-79.66377763742601,0.0,0.0,0.0,0.0
ethane_00596,-79.251007048322,-79.621838449707,-79.653096051543,-79.666269810054,0.0,0.0,0.0,0.0
ethane_00597,-79.248492953756,-79.619821512819,-79.651610167046,-79.66513034435799,0.0,0.0,0.0,0.0
ethane_00598,-79.24677592304499,-79.616909879528,-79.64801708366299,-79.66101040371001,0.0,0.0,0.0,0.0
ethane_00599,-79.248167655994,-79.61974335143,-79.651740117792,-79.665392849235,0.0,0.0,0.0,0.0
ethane_00600,-79.252538852677,-79.623282789058,-79.654754952961,-79.66805565624,0.0,0.0,0.0,0.0
ethane_00601,-79.24916664733401,-79.620334576637,-79.651779415893,-79.665168966368,0.0,0.0,0.0,0.0
ethane_00602,-79.25190110960399,-79.623021214569,-79.654628282849,-79.66799376157,0.0,0.0,0.0,0.0
ethane_00603,-79.249607396064,-79.620531871271,-79.652037149318,-79.66542367284,0.0,0.0,0.0,0.0
ethane_00604,-79.252992970912,-79.62360698951899,-79.65509997618,-79.668361912267,0.0,0.0,0.0,0.0
ethane_00605,-79.246630396089,-79.61788902768,-79.64945737266,-79.662852847894,0.0,0.0,0.0,0.0
ethane_00606,-79.25157756300399,-79.622687950052,-79.654351421088,-79.667777026618,0.0,0.0,0.0,0.0
ethane_00607,-79.24086909929,-79.612711643702,-79.644567476401,-79.6580904745,0.0,0.0,0.0,0.0
ethane_00608,-79.244061812228,-79.615282893039,-79.647046613066,-79.660561745897,0.0,0.0,0.0,0.0
ethane_00609,-79.2500358545,-79.620703164626,-79.651990753769,-79.665177208803,0.0,0.0,0.0,0.0
ethane_00610,-79.246508800568,-79.61847853925201,-79.650285818519,-79.663975598091,0.0,0.0,0.0,0.0
ethane_00611,-79.249571939046,-79.620342328853,-79.651586395553,-79.664752926716,0.0,0.0,0.0,0.0
ethane_00612,-79.252607424728,-79.623549763969,-79.655199179539,-79.66860378107,0.0,0.0,0.0,0.0
ethane_00613,-79.249564993959,-79.620671911556,-79.65224894024,-79.665629044494,0.0,0.0,0.0,0.0
ethane_00614,-79.25033696159099,-79.621415454493,-79.653012971403,-79.666388065088,0.0,0.0,0.0,0.0
ethane_00615,-79.242903482557,-79.614194985296,-79.645950544458,-79.659435201473,0.0,0.0,0.0,0.0
ethane_00616,-79.251472950712,-79.62238740327099,-79.654187298968,-79.667691105375,0.0,0.0,0.0,0.0
ethane_00617,-79.253678373387,-79.624301540537,-79.655758250504,-79.669046778531,0.0,0.0,0.0,0.0
ethane_00618,-79.25236554944101,-79.622781678553,-79.654242976409,-79.667600318052,0.0,0.0,0.0,0.0
ethane_00619,-79.251382602387,-79.62248544493,-79.654043763285,-79.66736915829,0.0,0.0,0.0,0.0
ethane_00620,-79.25034396882201,-79.620875927466,-79.652413584191,-79.665787870497,0.0,0.0,0.0,0.0
ethane_00621,-79.249473437461,-79.620941675073,-79.652678379097,-79.666142396252,0.0,0.0,0.0,0.0
ethane_00622,-79.256444334527,-79.626441923597,-79.657837740931,-79.670986560932,0.0,0.0,0.0,0.0
ethane_00623,-79.24898355062601,-79.620643918974,-79.652263218274,-79.665720742332,0.0,0.0,0.0,0.0
ethane_00624,-79.251404695428,-79.62224585868499,-79.65400798579199,-79.667549141997,0.0,0.0,0.0,0.0
ethane_00625,-79.247200879451,-79.618446564272,-79.649690700774,-79.662859503492,0.0,0.0,0.0,0.0
ethane_00626,-79.246988816035,-79.618511154275,-79.650505685443,-79.664210578225,0.0,0.0,0.0,0.0
ethane_00627,-79.24775543569,-79.61848406061699,-79.649683057026,-79.66273079005201,0.0,0.0,0.0,0.0
ethane_00628,-79.248538675223,-79.619565456787,-79.65129716984801,-79.664781116768,0.0,0.0,0.0,0.0
ethane_00629,-79.252589868998,-79.62353906090101,-79.655185407697,-79.66855857549301,0.0,0.0,0.0,0.0
ethane_00630,-79.255751739221,-79.625935098504,-79.65744800662699,-79.67071802723,0.0,0.0,0.0,0.0
ethane_00631,-79.24944650825499,-79.62021149596599,-79.651587109593,-79.664763119734,0.0,0.0,0.0,0.0
ethane_00632,-79.24265859951801,-79.614355533691,-79.64599777327899,-79.65952020711799,0.0,0.0,0.0,0.0
ethane_00633,-79.247822782603,-79.618736649742,-79.65008986984901,-79.663293801095,0.0,0.0,0.0,0.0
ethane_00634,-79.246714979674,-79.618008249777,-79.649689133564,-79.663146578489,0.0,0.0,0.0,0.0
ethane_00635,-79.24848473741,-79.619841644435,-79.651495689865,-79.664978228409,0.0,0.0,0.0,0.0
ethane_00636,-79.252545022888,-79.623110150744,-79.654673481953,-79.667944834931,0.0,0.0,0.0,0.0
ethane_00637,-79.248832296264,-79.61978498605501,-79.651203816929,-79.66449122686599,0.0,0.0,0.0,0.0
ethane_00638,-79.247345493292,-79.619044274466,-79.650821948888,-79.664330980816,0.0,0.0,0.0,0.0
ethane_00639,-79.252696031968,-79.622676154781,-79.653968073849,-79.667110743928,0.0,0.0,0.0,0.0
ethane_00640,-79.24607043063699,-79.617794208539,-79.64958547789,-79.663135902698,0.0,0.0,0.0,0.0
ethane_00641,-79.248830469487,-79.619543922157,-79.650758120277,-79.66391399153,0.0,0.0,0.0,0.0
ethane_00642,-79.251702156725,-79.622482888106,-79.654104133047,-79.667473104368,0.0,0.0,0.0,0.0
ethane_00643,-79.250711092529,-79.621561937762,-79.6530598664,-79.666372363153,0.0,0.0,0.0,0.0
ethane_00644,-79.247299462269,-79.61832878676,-79.649872261922,-79.663246809081,0.0,0.0,0.0,0.0
ethane_00645,-79.244529155487,-79.615946980843,-79.647308742413,-79.660611140323,0.0,0.0,0.0,0.0
ethane_00646,-79.251303468125,-79.621988811146,-79.653329353149,-79.666578426432,0.0,0.0,0.0,0.0
ethane_00647,-79.249753993055,-79.62123921321499,-79.653229131479,-79.666848851804,0.0,0.0,0.0,0.0
ethane_00648,-79.250602181254,-79.621352801961,-79.652632866938,-79.665819867435,0.0,0.0,0.0,0.0
ethane_00649,-79.24260886703,-79.614868946566,-79.646470747634,-79.660040273813,0.0,0.0,0.0,0.0
ethane_00650,-79.251289349095,-79.621947957971,-79.653243742377,-79.666395451409,0.0,0.0,0.0,0.0
ethane_00651,-79.249948069752,-79.621087455855,-79.652617253229,-79.665994991747,0.0,0.0,0.0,0.0
ethane_00652,-79.243965240301,-79.616050832973,-79.647298705814,-79.660694077949,0.0,0.0,0.0,0.0
ethane_00653,-79.251087328275,-79.622062366625,-79.653681372504,-79.667078405696,0.0,0.0,0.0,0.0
ethane_00654,-79.248029079434,-79.619395789563,-79.650946216167,-79.66435933494999,0.0,0.0,0.0,0.0
ethane_00655,-79.249851032247,-79.620256496055,-79.651612569784,-79.664807985152,0.0,0.0,0.0,0.0
ethane_00656,-79.238520717571,-79.611109441455,-79.643034664655,-79.656832548744,0.0,0.0,0.0,0.0
ethane_00657,-79.254161869898,-79.62397422885999,-79.655097969909,-79.668055501203,0.0,0.0,0.0,0.0
ethane_00658,-79.238208092142,-79.610790562005,-79.643072329094,-79.657038220283,0.0,0.0,0.0,0.0
ethane_00659,-79.252627933973,-79.622764794924,-79.654012897292,-79.667073926304,0.0,0.0,0.0,0.0
ethane_00660,-79.24643993695,-79.61828660088,-79.650218045193,-79.663963134337,0.0,0.0,0.0,0.0
ethane_00661,-79.245030054314,-79.616481888289,-79.647954152367,-79.66122665654001,0.0,0.0,0.0,0.0
ethane_00662,-79.246564246226,-79.617698142701,-79.649407760304,-79.66292506078301,0.0,0.0,0.0,0.0
ethane_00663,-79.248643529772,-79.619453872726,-79.650741927145,-79.664013037669,0.0,0.0,0.0,0.0
ethane_00664,-79.248996365426,-79.62017059141,-79.651977239445,-79.665432594219,0.0,0.0,0.0,0.0
ethane_00665,-79.247771568872,-79.618615906944,-79.65031622649299,-79.663695041609,0.0,0.0,0.0,0.0
ethane_00666,-79.25323247768401,-79.623736121294,-79.655165448693,-79.668377450659,0.0,0.0,0.0,0.0
ethane_00667,-79.246156742604,-79.617754884665,-79.649757676906,-79.663405444651,0.0,0.0,0.0,0.0
ethane_00668,-79.248231757656,-79.61854042991101,-79.649978269491,-79.663120072013,0.0,0.0,0.0,0.0
ethane_00669,-79.248842156515,-79.620326568506,-79.652155411092,-79.665673298511,0.0,0.0,0.0,0.0
ethane_00670,-79.249658879075,-79.620434849388,-79.652129411343,-79.665527030921,0.0,0.0,0.0,0.0
ethane_00671,-79.247217277677,-79.61862273850001,-79.65033067424301,-79.663828480748,0.0,0.0,0.0,0.0
ethane_00672,-79.24790565270601,-79.618875940436,-79.65059742124,-79.664045852423,0.0,0.0,0.0,0.0
ethane_00673,-79.25063434049501,-79.621618312708,-79.653191436633,-79.666503901053,0.0,0.0,0.0,0.0
ethane_00674,-79.252991063468,-79.623877110293,-79.655582500335,-79.66900510047401,0.0,0.0,0.0,0.0
ethane_00675,-79.249693178857,-79.62105976698399,-79.65280695044599,-79.66629779861499,0.0,0.0,0.0,0.0
ethane_00676,-79.245343665041,-79.615980633037,-79.647346705483,-79.660517432451,0.0,0.0,0.0,0.0
ethane_00677,-79.247796402867,-79.619255283348,-79.650921284552,-79.664369361094,0.0,0.0,0.0,0.0
ethane_00678,-79.24612201402199,-79.617645712623,-79.649366496283,-79.662854818257,0.0,0.0,0.0,0.0
ethane_00679,-79.24879897355099,-79.619623190828,-79.65077197587699,-79.663926672041,0.0,0.0,0.0,0.0
ethane_00680,-79.247659247581,-79.619100035,-79.650732312032,-79.664229206191,0.0,0.0,0.0,0.0
ethane_00681,-79.247995652516,-79.619240850479,-79.650668209823,-79.663999458024,0.0,0.0,0.0,0.0
ethane_00682,-79.252255281013,-79.622584940651,-79.65418034247699,-79.667477587142,0.0,0.0,0.0,0.0
ethane_00683,-79.243725914894,-79.615740560561,-79.647544996195,-79.661108409284,0.0,0.0,0.0,0.0
ethane_00684,-79.248504336192,-79.619101258632,-79.650474745493,-79.663664256004,0.0,0.0,0.0,0.0
ethane_00685,-79.248452629778,-79.619385552407,-79.650736222833,-79.66398726406,0.0,0.0,0.0,0.0
ethane_00686,-79.247176318048,-79.61868673966501,-79.650440957345,-79.663918176686,0.0,0.0,0.0,0.0
ethane_00687,-79.25170942433199,-79.622425523538,-79.653833890638,-79.667086040294,0.0,0.0,0.0,0.0
ethane_00688,-79.251278084921,-79.622477589813,-79.654220992592,-79.667687799799,0.0,0.0,0.0,0.0
ethane_00689,-79.25488685599599,-79.625030795711,-79.656519572585,-79.669768535755,0.0,0.0,0.0,0.0
ethane_00690,-79.24728203515001,-79.619009850805,-79.650624609758,-79.664073461242,0.0,0.0,0.0,0.0
ethane_00691,-79.24553806466601,-79.616755090006,-79.64845882822699,-79.661924531292,0.0,0.0,0.0,0.0
ethane_00692,-79.25206681793101,-79.622859037611,-79.654269633455,-79.667498563072,0.0,0.0,0.0,0.0
